"","cexp","cobs_CIlow","cobs_CIHigh","kappa_CIlow","kappa_CIHigh"
"82",0.823096805129802,0.8,0.85,-0.107142857142857,0.16702819956616
"83",0.833165574786536,0.8125,0.8625,-0.101422670949977,0.149347510874819
"84",0.84301956738123,0.825,0.86875,-0.0937500000000001,0.153225806451613
"85",0.853274904648221,0.8375,0.875,-0.0861618798955617,0.166666666666667
"86",0.863434613898214,0.85,0.8875,-0.0804727068092294,0.146919431279621
"87",0.87353369001307,0.8625,0.89375,-0.0731707317073164,0.144654088050314
"88",0.884303611911277,0.875,0.90625,-0.0659560293137915,0.162011173184358
"89",0.894479462975634,0.8875,0.9125,-0.0588235294117656,0.181286549707602
"90",0.903869858269876,0.89375,0.91875,-0.0559006211180112,0.192546583850932
"91",0.913696040995407,0.90625,0.925,-0.0489510489510492,0.13279132791328
"92",0.924030904034419,0.91875,0.9375,-0.0420841683366735,0.14396887159533
"93",0.935366803699055,0.93125,0.95,-0.0352941176470602,0.178433889602052
"94",0.944207002767388,0.9375,0.95625,-0.032258064516129,0.206798866855525
"95",0.953581800261627,0.95,0.9625,-0.0256410256410251,0.241706161137441
"96",0.965724551973019,0.9625,0.975,-0.0191082802547747,0.320594479830149
"97",0.975155945191549,0.975,0.975,-0.0126582278481033,0
"98",0.984002525550523,0.98125,0.9875,-0.00840336134454815,0
"99",0.99375,0.99375,0.99375,0,0
"100",1,1,1,NA,NA
